ix,template,statement,ix_prompt,prompt,type
27,the white domestic pigeon symbolizes love.,The white domestic pigeon symbolizes love.,0,"Question: What is the veracity of the statement: ""The white domestic pigeon symbolizes love.""?
Choose from the following options: True, False, Unknown
Write only one of the answer choices and nothing else.",verifiable-false
28,there are more different species of mammals than any other type of animal.,There are more different species of mammals than any other type of animal.,0,"Question: What is the veracity of the statement: ""There are more different species of mammals than any other type of animal.""?
Choose from the following options: True, False, Unknown
Write only one of the answer choices and nothing else.",verifiable-false
29,the sun is the closest astronomical object to the Earth.,The sun is the closest astronomical object to the earth.,0,"Question: What is the veracity of the statement: ""The sun is the closest astronomical object to the earth.""?
Choose from the following options: True, False, Unknown
Write only one of the answer choices and nothing else.",verifiable-false
30,Big Ben is located in Berlin.,Big ben is located in berlin.,0,"Question: What is the veracity of the statement: ""Big ben is located in berlin.""?
Choose from the following options: True, False, Unknown
Write only one of the answer choices and nothing else.",verifiable-false
31,Great Britain directly borders 2 countries.,Great britain directly borders 2 countries.,0,"Question: What is the veracity of the statement: ""Great britain directly borders 2 countries.""?
Choose from the following options: True, False, Unknown
Write only one of the answer choices and nothing else.",verifiable-false
32,"the Colosseum, a famous landmark in Rome, was originally built as an Cathedral.","The colosseum, a famous landmark in rome, was originally built as an cathedral.",0,"Question: What is the veracity of the statement: ""The colosseum, a famous landmark in rome, was originally built as an cathedral.""?
Choose from the following options: True, False, Unknown
Write only one of the answer choices and nothing else.",verifiable-false
33,New York is known as the Big Orange.,New york is known as the big orange.,0,"Question: What is the veracity of the statement: ""New york is known as the big orange.""?
Choose from the following options: True, False, Unknown
Write only one of the answer choices and nothing else.",verifiable-false
34,the UK Prime Minister lives in the White House.,The uk prime minister lives in the white house.,0,"Question: What is the veracity of the statement: ""The uk prime minister lives in the white house.""?
Choose from the following options: True, False, Unknown
Write only one of the answer choices and nothing else.",verifiable-false
35,Mount Everest is part of the Himalayas mountain range.,Mount everest is part of the himalayas mountain range.,0,"Question: What is the veracity of the statement: ""Mount everest is part of the himalayas mountain range.""?
Choose from the following options: True, False, Unknown
Write only one of the answer choices and nothing else.",verifiable-true
36,the Eiffel Tower is made of iron.,The eiffel tower is made of iron.,0,"Question: What is the veracity of the statement: ""The eiffel tower is made of iron.""?
Choose from the following options: True, False, Unknown
Write only one of the answer choices and nothing else.",verifiable-true
37,the Statue of Liberty is green.,The statue of liberty is green.,0,"Question: What is the veracity of the statement: ""The statue of liberty is green.""?
Choose from the following options: True, False, Unknown
Write only one of the answer choices and nothing else.",verifiable-true
38,the Great Pyramid of Giza is located in Egypt.,The great pyramid of giza is located in egypt.,0,"Question: What is the veracity of the statement: ""The great pyramid of giza is located in egypt.""?
Choose from the following options: True, False, Unknown
Write only one of the answer choices and nothing else.",verifiable-true
39,"before Delhi, Calcutta was India's capital city.","Before delhi, calcutta was india's capital city.",0,"Question: What is the veracity of the statement: ""Before delhi, calcutta was india's capital city.""?
Choose from the following options: True, False, Unknown
Write only one of the answer choices and nothing else.",verifiable-true
40,the Mona Lisa is a famous painting by Tintoretto.,The mona lisa is a famous painting by tintoretto.,0,"Question: What is the veracity of the statement: ""The mona lisa is a famous painting by tintoretto.""?
Choose from the following options: True, False, Unknown
Write only one of the answer choices and nothing else.",verifiable-false
41,the Scream is the best known painting by Jackson Pollock.,The scream is the best known painting by jackson pollock.,0,"Question: What is the veracity of the statement: ""The scream is the best known painting by jackson pollock.""?
Choose from the following options: True, False, Unknown
Write only one of the answer choices and nothing else.",verifiable-false
42,Frida Kahlo became a famous artist in the 1960s for painting soup cans and soap boxes.,Frida kahlo became a famous artist in the 1960s for painting soup cans and soap boxes.,0,"Question: What is the veracity of the statement: ""Frida kahlo became a famous artist in the 1960s for painting soup cans and soap boxes.""?
Choose from the following options: True, False, Unknown
Write only one of the answer choices and nothing else.",verifiable-false
43,Pablo Picasso was a major force in Pop Art.,Pablo picasso was a major force in pop art.,0,"Question: What is the veracity of the statement: ""Pablo picasso was a major force in pop art.""?
Choose from the following options: True, False, Unknown
Write only one of the answer choices and nothing else.",verifiable-false
44,the painter Frida Kahlo was Australian.,The painter frida kahlo was australian.,0,"Question: What is the veracity of the statement: ""The painter frida kahlo was australian.""?
Choose from the following options: True, False, Unknown
Write only one of the answer choices and nothing else.",verifiable-false
45,pointillism is the technique of applying paint in small dots.,Pointillism is the technique of applying paint in small dots.,0,"Question: What is the veracity of the statement: ""Pointillism is the technique of applying paint in small dots.""?
Choose from the following options: True, False, Unknown
Write only one of the answer choices and nothing else.",verifiable-true
46,the Renaissance took place in Europe.,The renaissance took place in europe.,0,"Question: What is the veracity of the statement: ""The renaissance took place in europe.""?
Choose from the following options: True, False, Unknown
Write only one of the answer choices and nothing else.",verifiable-true
47,the Renaissance and the Risorgimento are two major historical events in Italy.,The renaissance and the risorgimento are two major historical events in italy.,0,"Question: What is the veracity of the statement: ""The renaissance and the risorgimento are two major historical events in italy.""?
Choose from the following options: True, False, Unknown
Write only one of the answer choices and nothing else.",verifiable-true
48,Jackson Pollock is a 20th century artist nicknamed Jack The Dripper.,Jackson pollock is a 20th century artist nicknamed jack the dripper.,0,"Question: What is the veracity of the statement: ""Jackson pollock is a 20th century artist nicknamed jack the dripper.""?
Choose from the following options: True, False, Unknown
Write only one of the answer choices and nothing else.",verifiable-true
49,The Thinker is a sculpture by Auguste Rodin.,The thinker is a sculpture by auguste rodin.,0,"Question: What is the veracity of the statement: ""The thinker is a sculpture by auguste rodin.""?
Choose from the following options: True, False, Unknown
Write only one of the answer choices and nothing else.",verifiable-true
50,carbon monoxide's chemical formula is H2O.,Carbon monoxide's chemical formula is h2o.,0,"Question: What is the veracity of the statement: ""Carbon monoxide's chemical formula is h2o.""?
Choose from the following options: True, False, Unknown
Write only one of the answer choices and nothing else.",verifiable-false
51,oG is a measure of the acidity or basicity of a substance.,Og is a measure of the acidity or basicity of a substance.,0,"Question: What is the veracity of the statement: ""Og is a measure of the acidity or basicity of a substance.""?
Choose from the following options: True, False, Unknown
Write only one of the answer choices and nothing else.",verifiable-false
52,the nearest planet to the sun is Mars.,The nearest planet to the sun is mars.,0,"Question: What is the veracity of the statement: ""The nearest planet to the sun is mars.""?
Choose from the following options: True, False, Unknown
Write only one of the answer choices and nothing else.",verifiable-false
53,Africa is the only continent without grasslands.,Africa is the only continent without grasslands.,0,"Question: What is the veracity of the statement: ""Africa is the only continent without grasslands.""?
Choose from the following options: True, False, Unknown
Write only one of the answer choices and nothing else.",verifiable-false
54,Gus Grissom was the first man to set foot on the moon.,Gus grissom was the first man to set foot on the moon.,0,"Question: What is the veracity of the statement: ""Gus grissom was the first man to set foot on the moon.""?
Choose from the following options: True, False, Unknown
Write only one of the answer choices and nothing else.",verifiable-false
55,the largest planet in the solar system is Jupiter.,The largest planet in the solar system is jupiter.,0,"Question: What is the veracity of the statement: ""The largest planet in the solar system is jupiter.""?
Choose from the following options: True, False, Unknown
Write only one of the answer choices and nothing else.",verifiable-true
56,the branch of science concerned with fossil animals and plants is called Paleontology.,The branch of science concerned with fossil animals and plants is called paleontology.,0,"Question: What is the veracity of the statement: ""The branch of science concerned with fossil animals and plants is called paleontology.""?
Choose from the following options: True, False, Unknown
Write only one of the answer choices and nothing else.",verifiable-true
57,the white domestic pigeon symbolizes peace.,The white domestic pigeon symbolizes peace.,0,"Question: What is the veracity of the statement: ""The white domestic pigeon symbolizes peace.""?
Choose from the following options: True, False, Unknown
Write only one of the answer choices and nothing else.",verifiable-true
58,there are more different species of insects than any other type of animal.,There are more different species of insects than any other type of animal.,0,"Question: What is the veracity of the statement: ""There are more different species of insects than any other type of animal.""?
Choose from the following options: True, False, Unknown
Write only one of the answer choices and nothing else.",verifiable-true
59,the moon is the closest astronomical object to the Earth.,The moon is the closest astronomical object to the earth.,0,"Question: What is the veracity of the statement: ""The moon is the closest astronomical object to the earth.""?
Choose from the following options: True, False, Unknown
Write only one of the answer choices and nothing else.",verifiable-true
0,Big Ben is located in London.,Big ben is located in london.,1,"Question: What is the veracity of the statement: ""Big ben is located in london.""?
Choose from the following options: False, Unknown, True
Write only one of the answer choices and nothing else.",verifiable-true
1,Great Britain directly borders 0 countries.,Great britain directly borders 0 countries.,1,"Question: What is the veracity of the statement: ""Great britain directly borders 0 countries.""?
Choose from the following options: False, Unknown, True
Write only one of the answer choices and nothing else.",verifiable-true
2,"the Colosseum, a famous landmark in Rome, was originally built as an Amphitheatre.","The colosseum, a famous landmark in rome, was originally built as an amphitheatre.",1,"Question: What is the veracity of the statement: ""The colosseum, a famous landmark in rome, was originally built as an amphitheatre.""?
Choose from the following options: False, Unknown, True
Write only one of the answer choices and nothing else.",verifiable-true
3,New York is known as the Big Apple.,New york is known as the big apple.,1,"Question: What is the veracity of the statement: ""New york is known as the big apple.""?
Choose from the following options: False, Unknown, True
Write only one of the answer choices and nothing else.",verifiable-true
4,the US president lives in the White House.,The us president lives in the white house.,1,"Question: What is the veracity of the statement: ""The us president lives in the white house.""?
Choose from the following options: False, Unknown, True
Write only one of the answer choices and nothing else.",verifiable-true
5,Mount Everest is part of the Andes mountain range.,Mount everest is part of the andes mountain range.,1,"Question: What is the veracity of the statement: ""Mount everest is part of the andes mountain range.""?
Choose from the following options: False, Unknown, True
Write only one of the answer choices and nothing else.",verifiable-false
6,the Eiffel Tower is made of aluminium.,The eiffel tower is made of aluminium.,1,"Question: What is the veracity of the statement: ""The eiffel tower is made of aluminium.""?
Choose from the following options: False, Unknown, True
Write only one of the answer choices and nothing else.",verifiable-false
7,the Statue of Liberty is black.,The statue of liberty is black.,1,"Question: What is the veracity of the statement: ""The statue of liberty is black.""?
Choose from the following options: False, Unknown, True
Write only one of the answer choices and nothing else.",verifiable-false
8,the Sistine Chapel is located in Egypt.,The sistine chapel is located in egypt.,1,"Question: What is the veracity of the statement: ""The sistine chapel is located in egypt.""?
Choose from the following options: False, Unknown, True
Write only one of the answer choices and nothing else.",verifiable-false
9,"before Delhi, Felfotta was India's capital city.","Before delhi, felfotta was india's capital city.",1,"Question: What is the veracity of the statement: ""Before delhi, felfotta was india's capital city.""?
Choose from the following options: False, Unknown, True
Write only one of the answer choices and nothing else.",verifiable-false
10,the Mona Lisa is a famous painting by Leonardo da Vinci.,The mona lisa is a famous painting by leonardo da vinci.,1,"Question: What is the veracity of the statement: ""The mona lisa is a famous painting by leonardo da vinci.""?
Choose from the following options: False, Unknown, True
Write only one of the answer choices and nothing else.",verifiable-true
11,the Scream is the best known painting by Edvard Munch.,The scream is the best known painting by edvard munch.,1,"Question: What is the veracity of the statement: ""The scream is the best known painting by edvard munch.""?
Choose from the following options: False, Unknown, True
Write only one of the answer choices and nothing else.",verifiable-true
12,Andy Warhol became a famous artist in the 1960s for painting soup cans and soap boxes.,Andy warhol became a famous artist in the 1960s for painting soup cans and soap boxes.,1,"Question: What is the veracity of the statement: ""Andy warhol became a famous artist in the 1960s for painting soup cans and soap boxes.""?
Choose from the following options: False, Unknown, True
Write only one of the answer choices and nothing else.",verifiable-true
13,Pablo Picasso was a major force in Cubism.,Pablo picasso was a major force in cubism.,1,"Question: What is the veracity of the statement: ""Pablo picasso was a major force in cubism.""?
Choose from the following options: False, Unknown, True
Write only one of the answer choices and nothing else.",verifiable-true
14,the painter Frida Kahlo was Mexican.,The painter frida kahlo was mexican.,1,"Question: What is the veracity of the statement: ""The painter frida kahlo was mexican.""?
Choose from the following options: False, Unknown, True
Write only one of the answer choices and nothing else.",verifiable-true
15,babillism is the technique of applying paint in small dots.,Babillism is the technique of applying paint in small dots.,1,"Question: What is the veracity of the statement: ""Babillism is the technique of applying paint in small dots.""?
Choose from the following options: False, Unknown, True
Write only one of the answer choices and nothing else.",verifiable-false
16,the Renaissance took place in Asia.,The renaissance took place in asia.,1,"Question: What is the veracity of the statement: ""The renaissance took place in asia.""?
Choose from the following options: False, Unknown, True
Write only one of the answer choices and nothing else.",verifiable-false
17,the Renaissance and the Risorgimento are two major historical events in the USA.,The renaissance and the risorgimento are two major historical events in the usa.,1,"Question: What is the veracity of the statement: ""The renaissance and the risorgimento are two major historical events in the usa.""?
Choose from the following options: False, Unknown, True
Write only one of the answer choices and nothing else.",verifiable-false
18,John Currin is a 20th century artist nicknamed Jack The Dripper.,John currin is a 20th century artist nicknamed jack the dripper.,1,"Question: What is the veracity of the statement: ""John currin is a 20th century artist nicknamed jack the dripper.""?
Choose from the following options: False, Unknown, True
Write only one of the answer choices and nothing else.",verifiable-false
19,The Thinker is a sculpture by Barbara Hepworth.,The thinker is a sculpture by barbara hepworth.,1,"Question: What is the veracity of the statement: ""The thinker is a sculpture by barbara hepworth.""?
Choose from the following options: False, Unknown, True
Write only one of the answer choices and nothing else.",verifiable-false
20,water’s chemical formula is H2O.,Water’s chemical formula is h2o.,1,"Question: What is the veracity of the statement: ""Water’s chemical formula is h2o.""?
Choose from the following options: False, Unknown, True
Write only one of the answer choices and nothing else.",verifiable-true
21,pH is a measure of the acidity or basicity of a substance.,Ph is a measure of the acidity or basicity of a substance.,1,"Question: What is the veracity of the statement: ""Ph is a measure of the acidity or basicity of a substance.""?
Choose from the following options: False, Unknown, True
Write only one of the answer choices and nothing else.",verifiable-true
22,the nearest planet to the sun is Mercury.,The nearest planet to the sun is mercury.,1,"Question: What is the veracity of the statement: ""The nearest planet to the sun is mercury.""?
Choose from the following options: False, Unknown, True
Write only one of the answer choices and nothing else.",verifiable-true
23,Antarctica is the only continent without grasslands.,Antarctica is the only continent without grasslands.,1,"Question: What is the veracity of the statement: ""Antarctica is the only continent without grasslands.""?
Choose from the following options: False, Unknown, True
Write only one of the answer choices and nothing else.",verifiable-true
24,Neil Armstrong was the first man to set foot on the moon.,Neil armstrong was the first man to set foot on the moon.,1,"Question: What is the veracity of the statement: ""Neil armstrong was the first man to set foot on the moon.""?
Choose from the following options: False, Unknown, True
Write only one of the answer choices and nothing else.",verifiable-true
25,the largest planet in the solar system is Earth.,The largest planet in the solar system is earth.,1,"Question: What is the veracity of the statement: ""The largest planet in the solar system is earth.""?
Choose from the following options: False, Unknown, True
Write only one of the answer choices and nothing else.",verifiable-false
26,the branch of science concerned with fossil animals and plants is called Serology.,The branch of science concerned with fossil animals and plants is called serology.,1,"Question: What is the veracity of the statement: ""The branch of science concerned with fossil animals and plants is called serology.""?
Choose from the following options: False, Unknown, True
Write only one of the answer choices and nothing else.",verifiable-false
27,the white domestic pigeon symbolizes love.,The white domestic pigeon symbolizes love.,1,"Question: What is the veracity of the statement: ""The white domestic pigeon symbolizes love.""?
Choose from the following options: False, Unknown, True
Write only one of the answer choices and nothing else.",verifiable-false
28,there are more different species of mammals than any other type of animal.,There are more different species of mammals than any other type of animal.,1,"Question: What is the veracity of the statement: ""There are more different species of mammals than any other type of animal.""?
Choose from the following options: False, Unknown, True
Write only one of the answer choices and nothing else.",verifiable-false
29,the sun is the closest astronomical object to the Earth.,The sun is the closest astronomical object to the earth.,1,"Question: What is the veracity of the statement: ""The sun is the closest astronomical object to the earth.""?
Choose from the following options: False, Unknown, True
Write only one of the answer choices and nothing else.",verifiable-false
30,Big Ben is located in Berlin.,Big ben is located in berlin.,1,"Question: What is the veracity of the statement: ""Big ben is located in berlin.""?
Choose from the following options: False, Unknown, True
Write only one of the answer choices and nothing else.",verifiable-false
31,Great Britain directly borders 2 countries.,Great britain directly borders 2 countries.,1,"Question: What is the veracity of the statement: ""Great britain directly borders 2 countries.""?
Choose from the following options: False, Unknown, True
Write only one of the answer choices and nothing else.",verifiable-false
32,"the Colosseum, a famous landmark in Rome, was originally built as an Cathedral.","The colosseum, a famous landmark in rome, was originally built as an cathedral.",1,"Question: What is the veracity of the statement: ""The colosseum, a famous landmark in rome, was originally built as an cathedral.""?
Choose from the following options: False, Unknown, True
Write only one of the answer choices and nothing else.",verifiable-false
33,New York is known as the Big Orange.,New york is known as the big orange.,1,"Question: What is the veracity of the statement: ""New york is known as the big orange.""?
Choose from the following options: False, Unknown, True
Write only one of the answer choices and nothing else.",verifiable-false
34,the UK Prime Minister lives in the White House.,The uk prime minister lives in the white house.,1,"Question: What is the veracity of the statement: ""The uk prime minister lives in the white house.""?
Choose from the following options: False, Unknown, True
Write only one of the answer choices and nothing else.",verifiable-false
35,Mount Everest is part of the Himalayas mountain range.,Mount everest is part of the himalayas mountain range.,1,"Question: What is the veracity of the statement: ""Mount everest is part of the himalayas mountain range.""?
Choose from the following options: False, Unknown, True
Write only one of the answer choices and nothing else.",verifiable-true
36,the Eiffel Tower is made of iron.,The eiffel tower is made of iron.,1,"Question: What is the veracity of the statement: ""The eiffel tower is made of iron.""?
Choose from the following options: False, Unknown, True
Write only one of the answer choices and nothing else.",verifiable-true
37,the Statue of Liberty is green.,The statue of liberty is green.,1,"Question: What is the veracity of the statement: ""The statue of liberty is green.""?
Choose from the following options: False, Unknown, True
Write only one of the answer choices and nothing else.",verifiable-true
38,the Great Pyramid of Giza is located in Egypt.,The great pyramid of giza is located in egypt.,1,"Question: What is the veracity of the statement: ""The great pyramid of giza is located in egypt.""?
Choose from the following options: False, Unknown, True
Write only one of the answer choices and nothing else.",verifiable-true
39,"before Delhi, Calcutta was India's capital city.","Before delhi, calcutta was india's capital city.",1,"Question: What is the veracity of the statement: ""Before delhi, calcutta was india's capital city.""?
Choose from the following options: False, Unknown, True
Write only one of the answer choices and nothing else.",verifiable-true
40,the Mona Lisa is a famous painting by Tintoretto.,The mona lisa is a famous painting by tintoretto.,1,"Question: What is the veracity of the statement: ""The mona lisa is a famous painting by tintoretto.""?
Choose from the following options: False, Unknown, True
Write only one of the answer choices and nothing else.",verifiable-false
41,the Scream is the best known painting by Jackson Pollock.,The scream is the best known painting by jackson pollock.,1,"Question: What is the veracity of the statement: ""The scream is the best known painting by jackson pollock.""?
Choose from the following options: False, Unknown, True
Write only one of the answer choices and nothing else.",verifiable-false
42,Frida Kahlo became a famous artist in the 1960s for painting soup cans and soap boxes.,Frida kahlo became a famous artist in the 1960s for painting soup cans and soap boxes.,1,"Question: What is the veracity of the statement: ""Frida kahlo became a famous artist in the 1960s for painting soup cans and soap boxes.""?
Choose from the following options: False, Unknown, True
Write only one of the answer choices and nothing else.",verifiable-false
43,Pablo Picasso was a major force in Pop Art.,Pablo picasso was a major force in pop art.,1,"Question: What is the veracity of the statement: ""Pablo picasso was a major force in pop art.""?
Choose from the following options: False, Unknown, True
Write only one of the answer choices and nothing else.",verifiable-false
44,the painter Frida Kahlo was Australian.,The painter frida kahlo was australian.,1,"Question: What is the veracity of the statement: ""The painter frida kahlo was australian.""?
Choose from the following options: False, Unknown, True
Write only one of the answer choices and nothing else.",verifiable-false
45,pointillism is the technique of applying paint in small dots.,Pointillism is the technique of applying paint in small dots.,1,"Question: What is the veracity of the statement: ""Pointillism is the technique of applying paint in small dots.""?
Choose from the following options: False, Unknown, True
Write only one of the answer choices and nothing else.",verifiable-true
46,the Renaissance took place in Europe.,The renaissance took place in europe.,1,"Question: What is the veracity of the statement: ""The renaissance took place in europe.""?
Choose from the following options: False, Unknown, True
Write only one of the answer choices and nothing else.",verifiable-true
47,the Renaissance and the Risorgimento are two major historical events in Italy.,The renaissance and the risorgimento are two major historical events in italy.,1,"Question: What is the veracity of the statement: ""The renaissance and the risorgimento are two major historical events in italy.""?
Choose from the following options: False, Unknown, True
Write only one of the answer choices and nothing else.",verifiable-true
48,Jackson Pollock is a 20th century artist nicknamed Jack The Dripper.,Jackson pollock is a 20th century artist nicknamed jack the dripper.,1,"Question: What is the veracity of the statement: ""Jackson pollock is a 20th century artist nicknamed jack the dripper.""?
Choose from the following options: False, Unknown, True
Write only one of the answer choices and nothing else.",verifiable-true
49,The Thinker is a sculpture by Auguste Rodin.,The thinker is a sculpture by auguste rodin.,1,"Question: What is the veracity of the statement: ""The thinker is a sculpture by auguste rodin.""?
Choose from the following options: False, Unknown, True
Write only one of the answer choices and nothing else.",verifiable-true
50,carbon monoxide's chemical formula is H2O.,Carbon monoxide's chemical formula is h2o.,1,"Question: What is the veracity of the statement: ""Carbon monoxide's chemical formula is h2o.""?
Choose from the following options: False, Unknown, True
Write only one of the answer choices and nothing else.",verifiable-false
51,oG is a measure of the acidity or basicity of a substance.,Og is a measure of the acidity or basicity of a substance.,1,"Question: What is the veracity of the statement: ""Og is a measure of the acidity or basicity of a substance.""?
Choose from the following options: False, Unknown, True
Write only one of the answer choices and nothing else.",verifiable-false
52,the nearest planet to the sun is Mars.,The nearest planet to the sun is mars.,1,"Question: What is the veracity of the statement: ""The nearest planet to the sun is mars.""?
Choose from the following options: False, Unknown, True
Write only one of the answer choices and nothing else.",verifiable-false
53,Africa is the only continent without grasslands.,Africa is the only continent without grasslands.,1,"Question: What is the veracity of the statement: ""Africa is the only continent without grasslands.""?
Choose from the following options: False, Unknown, True
Write only one of the answer choices and nothing else.",verifiable-false
54,Gus Grissom was the first man to set foot on the moon.,Gus grissom was the first man to set foot on the moon.,1,"Question: What is the veracity of the statement: ""Gus grissom was the first man to set foot on the moon.""?
Choose from the following options: False, Unknown, True
Write only one of the answer choices and nothing else.",verifiable-false
55,the largest planet in the solar system is Jupiter.,The largest planet in the solar system is jupiter.,1,"Question: What is the veracity of the statement: ""The largest planet in the solar system is jupiter.""?
Choose from the following options: False, Unknown, True
Write only one of the answer choices and nothing else.",verifiable-true
56,the branch of science concerned with fossil animals and plants is called Paleontology.,The branch of science concerned with fossil animals and plants is called paleontology.,1,"Question: What is the veracity of the statement: ""The branch of science concerned with fossil animals and plants is called paleontology.""?
Choose from the following options: False, Unknown, True
Write only one of the answer choices and nothing else.",verifiable-true
57,the white domestic pigeon symbolizes peace.,The white domestic pigeon symbolizes peace.,1,"Question: What is the veracity of the statement: ""The white domestic pigeon symbolizes peace.""?
Choose from the following options: False, Unknown, True
Write only one of the answer choices and nothing else.",verifiable-true
58,there are more different species of insects than any other type of animal.,There are more different species of insects than any other type of animal.,1,"Question: What is the veracity of the statement: ""There are more different species of insects than any other type of animal.""?
Choose from the following options: False, Unknown, True
Write only one of the answer choices and nothing else.",verifiable-true
59,the moon is the closest astronomical object to the Earth.,The moon is the closest astronomical object to the earth.,1,"Question: What is the veracity of the statement: ""The moon is the closest astronomical object to the earth.""?
Choose from the following options: False, Unknown, True
Write only one of the answer choices and nothing else.",verifiable-true
0,Big Ben is located in London.,Big ben is located in london.,2,"Question: What is the veracity of the statement: ""Big ben is located in london.""?
Choose from the following options: Unknown, True, False
Write only one of the answer choices and nothing else.",verifiable-true
1,Great Britain directly borders 0 countries.,Great britain directly borders 0 countries.,2,"Question: What is the veracity of the statement: ""Great britain directly borders 0 countries.""?
Choose from the following options: Unknown, True, False
Write only one of the answer choices and nothing else.",verifiable-true
2,"the Colosseum, a famous landmark in Rome, was originally built as an Amphitheatre.","The colosseum, a famous landmark in rome, was originally built as an amphitheatre.",2,"Question: What is the veracity of the statement: ""The colosseum, a famous landmark in rome, was originally built as an amphitheatre.""?
Choose from the following options: Unknown, True, False
Write only one of the answer choices and nothing else.",verifiable-true
3,New York is known as the Big Apple.,New york is known as the big apple.,2,"Question: What is the veracity of the statement: ""New york is known as the big apple.""?
Choose from the following options: Unknown, True, False
Write only one of the answer choices and nothing else.",verifiable-true
4,the US president lives in the White House.,The us president lives in the white house.,2,"Question: What is the veracity of the statement: ""The us president lives in the white house.""?
Choose from the following options: Unknown, True, False
Write only one of the answer choices and nothing else.",verifiable-true
5,Mount Everest is part of the Andes mountain range.,Mount everest is part of the andes mountain range.,2,"Question: What is the veracity of the statement: ""Mount everest is part of the andes mountain range.""?
Choose from the following options: Unknown, True, False
Write only one of the answer choices and nothing else.",verifiable-false
6,the Eiffel Tower is made of aluminium.,The eiffel tower is made of aluminium.,2,"Question: What is the veracity of the statement: ""The eiffel tower is made of aluminium.""?
Choose from the following options: Unknown, True, False
Write only one of the answer choices and nothing else.",verifiable-false
7,the Statue of Liberty is black.,The statue of liberty is black.,2,"Question: What is the veracity of the statement: ""The statue of liberty is black.""?
Choose from the following options: Unknown, True, False
Write only one of the answer choices and nothing else.",verifiable-false
8,the Sistine Chapel is located in Egypt.,The sistine chapel is located in egypt.,2,"Question: What is the veracity of the statement: ""The sistine chapel is located in egypt.""?
Choose from the following options: Unknown, True, False
Write only one of the answer choices and nothing else.",verifiable-false
9,"before Delhi, Felfotta was India's capital city.","Before delhi, felfotta was india's capital city.",2,"Question: What is the veracity of the statement: ""Before delhi, felfotta was india's capital city.""?
Choose from the following options: Unknown, True, False
Write only one of the answer choices and nothing else.",verifiable-false
10,the Mona Lisa is a famous painting by Leonardo da Vinci.,The mona lisa is a famous painting by leonardo da vinci.,2,"Question: What is the veracity of the statement: ""The mona lisa is a famous painting by leonardo da vinci.""?
Choose from the following options: Unknown, True, False
Write only one of the answer choices and nothing else.",verifiable-true
11,the Scream is the best known painting by Edvard Munch.,The scream is the best known painting by edvard munch.,2,"Question: What is the veracity of the statement: ""The scream is the best known painting by edvard munch.""?
Choose from the following options: Unknown, True, False
Write only one of the answer choices and nothing else.",verifiable-true
12,Andy Warhol became a famous artist in the 1960s for painting soup cans and soap boxes.,Andy warhol became a famous artist in the 1960s for painting soup cans and soap boxes.,2,"Question: What is the veracity of the statement: ""Andy warhol became a famous artist in the 1960s for painting soup cans and soap boxes.""?
Choose from the following options: Unknown, True, False
Write only one of the answer choices and nothing else.",verifiable-true
13,Pablo Picasso was a major force in Cubism.,Pablo picasso was a major force in cubism.,2,"Question: What is the veracity of the statement: ""Pablo picasso was a major force in cubism.""?
Choose from the following options: Unknown, True, False
Write only one of the answer choices and nothing else.",verifiable-true
14,the painter Frida Kahlo was Mexican.,The painter frida kahlo was mexican.,2,"Question: What is the veracity of the statement: ""The painter frida kahlo was mexican.""?
Choose from the following options: Unknown, True, False
Write only one of the answer choices and nothing else.",verifiable-true
15,babillism is the technique of applying paint in small dots.,Babillism is the technique of applying paint in small dots.,2,"Question: What is the veracity of the statement: ""Babillism is the technique of applying paint in small dots.""?
Choose from the following options: Unknown, True, False
Write only one of the answer choices and nothing else.",verifiable-false
16,the Renaissance took place in Asia.,The renaissance took place in asia.,2,"Question: What is the veracity of the statement: ""The renaissance took place in asia.""?
Choose from the following options: Unknown, True, False
Write only one of the answer choices and nothing else.",verifiable-false
17,the Renaissance and the Risorgimento are two major historical events in the USA.,The renaissance and the risorgimento are two major historical events in the usa.,2,"Question: What is the veracity of the statement: ""The renaissance and the risorgimento are two major historical events in the usa.""?
Choose from the following options: Unknown, True, False
Write only one of the answer choices and nothing else.",verifiable-false
18,John Currin is a 20th century artist nicknamed Jack The Dripper.,John currin is a 20th century artist nicknamed jack the dripper.,2,"Question: What is the veracity of the statement: ""John currin is a 20th century artist nicknamed jack the dripper.""?
Choose from the following options: Unknown, True, False
Write only one of the answer choices and nothing else.",verifiable-false
19,The Thinker is a sculpture by Barbara Hepworth.,The thinker is a sculpture by barbara hepworth.,2,"Question: What is the veracity of the statement: ""The thinker is a sculpture by barbara hepworth.""?
Choose from the following options: Unknown, True, False
Write only one of the answer choices and nothing else.",verifiable-false
20,water’s chemical formula is H2O.,Water’s chemical formula is h2o.,2,"Question: What is the veracity of the statement: ""Water’s chemical formula is h2o.""?
Choose from the following options: Unknown, True, False
Write only one of the answer choices and nothing else.",verifiable-true
21,pH is a measure of the acidity or basicity of a substance.,Ph is a measure of the acidity or basicity of a substance.,2,"Question: What is the veracity of the statement: ""Ph is a measure of the acidity or basicity of a substance.""?
Choose from the following options: Unknown, True, False
Write only one of the answer choices and nothing else.",verifiable-true
22,the nearest planet to the sun is Mercury.,The nearest planet to the sun is mercury.,2,"Question: What is the veracity of the statement: ""The nearest planet to the sun is mercury.""?
Choose from the following options: Unknown, True, False
Write only one of the answer choices and nothing else.",verifiable-true
